pincode,name
110055,Swami Ram Tirth Nagar
110056,Shakur Basti Depot
110060,Rajender Nagar
110061,Bijwasan
110062,Pushpa Bhawan
110063,Paschim Vihar
110064,Maya Puri
110066,R K Puram
110067,J.N.U.
110068,Ignou
110071,Chhawla
110072,CRPF Jharoda Kalan
110076,Sarita Vihar
110077,Raj Nagar - II
110078,N.S.I.T. Dwarka
110080,Sangam Vihar
110082,Khera Kalan
110083,Mangolpuri N Block
110084,Burari
110086,Sultanpuri C Block
110087,Sunder Vihar
110089,Rohini Sector 15
110090,Karawal Nagar
110095,Jhilmil
110097,Kapashera
121002,Faridabad Sector 16a
121003,Amarnagar
121006,Faridabad Sector 7
121007,Escortsnagar Faridabad
121008,Faridabad Sector 29
121010,Nhpc Colony Faridabad
121012,Sector-21D
121013,Sec-91
121102,Palwal
121103,Hathin
121105,Aurangabad
121106,Hodal
121107,Hassanpur
122003,Gurgaon Sector 45
122005,Air Force
122006,Railwary Road
122007,Industrial Estate
122009,Galleria DLF-IV
122015,Palam Road
122018,Gurgaon South City II
122101,Badshahpur
122103,Sohna
122105,Tauru
122107,Nuh
122108,Nagina
122414,Nanukalan
122502,Khalilpur
122503,Pataudi
122504,Haillymandi
123021,Mandi Ateli
123024,Satnali
123027,Kanina
123028,Nangal Sirohi
123029,Mohindergarh
123034,Bawania
123035,Palhawas
123101,Khori
123102,Kund
123103,Khol
123301,Guriani
123302,Kosli
123303,Nahar
123401,Rewari
124103,Jhajjar
124105,Badli
124108,Machrauli
124109,Dhakla
124111,Madina
124112,Mehem
124113,Kalanaur
124141,Power Plant Jharli
124142,Bahu
124146,Sahlawas
124201,Beri
124202,Dubaldhan
124303,Sanghi
124404,Hassangarh
124406,Kansala
124411,Anwal
124412,Kahnaur
124501,Sampla
124506,Mandothi
124508,Bahadurgarh Mandi
124513,Nindana
125001,Hisar
125004,Ha U Hisar
125005,Modle Town Hisar
125006,Hisar Cantt
125007,Azad Nagar Hisar
125011,B.S.F Hisar
125033,Hansi
125037,Nalwa
125038,Khanda Kheri
125039,Narnaund
125042,Bass
125044,Satroad Khurd
125047,Agroha
125048,Badopal
125049,Sisai
125050,Fatehabad
125051,Rattia
125052,Mandi Adampur
125053,Bhattu Kalan
125054,Bahaudin
125055,Sirsa
125056,JCD Vidyapeeth Sirsa
125058,Ding
125060,Sikander Pur
125075,Siri Jiwan Nagar
125076,Rania
125077,Odhan
125078,Baragudha
125101,Chautala
125102,Ellenabad
125103,Goriwala
125104,Mandi Dabwali
125106,Dharsul Kalan
125110,Chopta Nathu Sari
125111,Bhuna
125112,Pabra
125113,Uklana Mandi
125120,Tohana Mandi
125121,Barwala
125133,Jakhal Mandi
125201,Kalanwali
126101,Julana
126102,Jind
126110,Dharthrath
126111,Alewa
126112,Safidon
126113,Pillukhera
126114,Shamlo Kalan
126115,Uchana
126116,Narwana
126152,Dhanoda Kalan
127021,Bhiwani
127022,Chiriya
127025,Baund
127026,Birhi Kalan
127027,Chang
127028,Behl
127030,Jui Khurd
127031,Tigrana
127032,Bawani Khera
127035,Jamalpur
127040,Tosham
127041,Mundhal Khurd
127042,Sanwar
127043,Rodhan
127045,Barwa
127046,Siwani
127111,Bapora
127114,Kharak Kalan
127306,Charkhi  Dadri Hsg-ii
127307,Achina
127308,Badhara
127309,Manheru
127310,Jhojhu
131001,Sonipat
131021,Bahalgarh
131022,Bhatgaon
131024,Juan
131027,Murthal
131028,Industrial Estate Kundli
131029,P.S.Rai
131039,Engg College Muthal
131101,Ganaur
131102,Purkhas
131103,Nahri
131301,Gohana
131302,Butana
131304,Baroda
131305,Kanyagurukul Khanpur
131306,Mundlana
131402,Kharkhauda
131403,Rohat
131408,Farmana
131409,Bhainswal Kalan
132001,Karnal
132022,Kunjpura
132023,S.S. Kunjpura
132024,Nissing
132036,Jundla
132037,Madhuban
132039,Assandh
132040,Ballah
132041,Indri
132046,Salwan
132054,Garhi Birbal
132101,Samalkha
132102,Patti Kalyana
132103,Panipat
132104,Panipat Khadi Ashram
132105,Panipat Thermal Project
132106,Panipat NFL
132107,Israna
132108,Panipat Beas Project
132113,Madlauda
132114,Gharunda
132115,Hathwala
132116,Taraori
132117,Nilokheri
132122,Atta
132140,Panipat Refinary
132145,Neoltha
132157,Nigdhu
133001,Ambala G.P.O.
133004,Kuldeep Nagar
133005,Babyal
133006,Ind-estate
133101,Bihta
133102,Kesri
133201,Barara
133202,Dhin
133203,Mullana
133205,Adhoya
133207,Mullana Engineering College
133301,B.C.W. Suraj Pur
133302,Kalka
134003,Ambala City
134005,Jandli
134007,Baldev Nagar
134101,H.M.T.Pinjore
134102,Pinjore
134104,C.R.P.F. Pinjore
134107,Chandi Mandir Cantt
134108,G.K. Panchkula
134109,Panchkula Sector 8
134112,Panchkula Sector 4
134113,Sector 15 Panchkula
134114,Mansa  Devi Sec-5
134116,Sector-26 Panchkula
134117,Sector 20 Panchkula
134118,Barwala
134201,Jatwar
134202,Shahzadpur
134203,Naraingarh
134204,Raipur Rani
134205,Morni
136020,Dhand
136021,Kaul
136026,Pundri
136027,Kaithal
136030,Gumthala Garhu
136033,Siwan
136034,Chika
136035,Guhla
136038,Amin
136042,Fatehpur
136043,Pai
136044,Rajound
136117,Kalayat
136119,Kurukshetra University
136128,Pehowa
136129,Ismailabad
136130,Jhansa
136131,Pipli
136132,Ladwa
136135,Shahabad
136136,Thol
136156,Babain
140001,Ropar
140101,Morinda
140103,Kurali
140108,Mian Pur
140111,Bela
140112,Chamkaur Sahib
140113,Ghanauli
140114,Bharatgarh
140116,Kotla Power House
140117,Nurpur Bedi
140119,Takhatgarh
140123,Ganugwal
140124,Nangal Township
140126,Fertilizer Factory Nangal
140133,Bhanupali
140301,Kharar
140307,Landran
140308,Sohana
140401,Rajpura
140402,Rajpura Township
140405,Sangatpur Sodhian
140406,Sirhind
140412,Bassi
140417,Shambhu
140506,Dappar Ad
140601,Banur
140602,Manakpur
140603,Zirakpur
140701,Kauli
140702,Ghanur
140802,Sanghol
141003,Millerganj
141008,Central Post Office
141101,Dakha Mandi
141102,Dakha
141103,Mohie
141104,KCG Sudhar
141105,Sarabha
141106,Halwara Aerodrome
141107,Halwara
141108,Pakhowal
141109,Raekot
141110,Hambran
141112,Kohara
141113,Katani Kalan
141114,Samrala
141115,Machhiwara
141117,Sihar
141118,Dehlon
141119,Maloudh
141120,Sanehwal
141121,Behlolpur
141122,Jaspal Banger
141123,Ramgarh
141125,Kakrala Kalan
141126,Sri Bhaini Sahib
141127,Koom Kalan
141201,Kila Raipur
141202,Gujjarwal
141203,Narangwal
141204,Ghungrana
141205,Latala
141206,Ghawaddi
141401,Khanna
141411,Bhari
141412,Daheru
141413,Dhamote
141414,Issru
141415,Jarg
141416,Payal
141417,Rahawan
141418,Rampur
141419,Ghudani Kalan
141421,Doraha
141801,Khamano Kalan
142002,Purana Moga
142003,Moga Kty
142011,Dala
142021,Baddowal
142022,Lalton Kalan
142024,Sidhwan Khurd
142025,Sowaddi
142026,Jagraon
142027,Ayali Kalan
142029,Jodhan
142030,Kamalpura
142031,Hathur
142032,Bassian
142033,Sidhwan Bet
142034,Manuke
142035,Mallah
142036,Galib Kalan
142037,Badhni Kalan
142038,Baghapurana
142039,Bilaspur
142040,Butter
142041,Bhinder
142042,Dharamkot
142043,Kot Ise Khan
142044,Makhu
142045,Manoke
142046,Patto Hira Singh
142047,Zira
142048,Ghall Kalan
142049,Guru Teg Bahadur Garh
142050,Talwandi Bhai
142052,Ferozeshah
142053,Dhudike
142054,Kokri Kalan
142055,Nihal Singh Wala
142056,Gholia Khurd
142057,Samadh Bhai
142058,Kishanpura
142060,Mudki
143001,Amritsar G.P.O.
143002,Khalsa College
143005,Guru Nanak Dev University
143006,Gandhi Bazar
143008,Sjs Avenue
143009,Fatahpur
143022,Kot Mit Singh
143101,Raja Sansi
143102,Ajnala
143103,Chamiari
143105,Chheharta
143107,Distrillery Khasa
143108,Attari
143109,Chogawan
143111,Khilchian
143112,Rayya
143113,Fatehpur Rajputan
143114,Mehta Chowk
143115,Jandiala Guru
143116,Tarsika
143117,Khadoor Sahib
143118,Vairowal
143119,Mattewal
143149,Jandiala R.S
143201,Beas
143202,Baba Bakala
143203,Butala
143204,D.B.J.Singh
143205,Sathiala
143301,Chabhal
143302,Sur Singh
143303,Bhikhiwind
143304,Kacha Pacca
143305,Khalra
143401,Tarn Taran
143402,Police Lines Tarn Taran
143406,Kang
143407,Fatehabad
143408,Chohla Sahib
143409,Naushehra Pannuan
143410,Sarhali
143411,Dhotian
143412,Harike
143413,Bundala
143414,Sarai Amant Khan
143416,Patti
143419,Khem Karan
143422,Goindwal
143501,Verka
143502,Kathunangal
143504,Chawinda Devi
143505,Batala
143506,Govt. Poly. Tech Batala
143507,Aliwal
143511,Bhagowal
143512,Kalanaur
143513,Kala Afgana
143514,Ghoman
143515,Srihargobindpur
143516,Qadian
143517,Bhattian
143519,Dhariwal
143520,Sohal
143521,Gurdaspur
143525,Marara
143526,Dorangla
143527,Harchowal
143528,Kahnuwan
143529,Tibber
143530,Tibri
143531,Dinanagar
143532,Behrampur
143533,Gharota
143534,Taragarh
143601,Majitha
143602,Fatehgarh Churian
143603,Ramdass
143604,Dera Baba Nanak
143605,Dhianpur
143606,Chetanpura
144002,Basti Guzan
144005,Jalandhar Cantt
144008,Grain Market
144020,Jamsher
144024,Kukar Pind
144025,Jandu Singha
144026,Lambra
144028,Chitti
144029,Moron
144030,Padhiana
144031,Rurka Kalan
144032,Samrai
144033,Jandiala
144034,Bundala
144035,Partappura
144036,Bilga
144037,Pasla
144039,Nurmahal
144040,Nakoder
144041,Mehatpur
144042,Shankar
144043,Sarih
144044,Sidhwan R.S.
144101,Patara
144102,Adampur Doaba
144103,Adampur AD
144104,Daroli Kalan
144105,Sham Chaurasi
144106,Adda Kathar
144201,Bhogpur
144202,Miani
144204,Urmar
144205,Dasuya
144206,Dholbaha
144207,Garhdiwala
144209,Janauri
144210,Bhunga
144211,Mukerian
144212,Budhipind
144213,Bhanowal
144214,Tanda Ram Sahai
144216,Talwara Township
144221,Hajipur
144222,Datarpur
144223,Kamahi Devi
144224,Bhambotar
144301,Alawalpur
144302,Beas Pind
144303,Kala Bakra
144305,Khudda
144306,Bhangala
144311,Dhesian Kahna
144401,Phagwara
144402,Satnampura
144403,Ranipur
144404,Ajnoha
144405,Narur
144406,Baddon
144407,Domeli
144408,Panchhat
144409,Goraya
144410,Phillaur
144411,University Campus Nanak Nagri
144416,Apra
144417,Aur
144418,Bara Pind
144419,Dayalpur
144511,Dosanjh Khurd
144519,Kotfathui
144520,Binjon
144523,Binewal
144527,Garhshanker
144528,Rampur Bilron
144529,Saila Khurd
144530,Jaijon
144531,Moranwali
144602,Rail Coach Factory
144603,PTU Campus Kapurthala
144606,Talwandi Chaudharian
144620,Sheikhupur
144621,Begowal
144622,Bholath
144623,Kala Sanghian
144624,Nadala
144625,Sidhwan Dona
144626,Sultanpur Lodhi
144628,Thatha Jadid
144629,Lohian
144630,Bopa Rai Kalan
144631,Nangal Lubana
144632,Chachoki
144633,Sarhali
144701,Malsian
144702,Shahkot
144703,Nangal Ambian
144801,Kartarpur
144802,Jagatjit Nagar
144803,Dialpur
144804,Dhilwan
144805,CRPF Campus Sarai Khas
144806,Pattar Kalan
144819,Raipur Pir Bux Wala
145001,Pathankot
145022,Dunera
145023,Sujanpur
145024,Madhopur
145025,Malakpur
145026,Narot Jailmal Singh
145027,Bamial
145029,Shahpur Kandi Township
145101,Mirthal
146001,Hoshiarpur
146021,Sadhu Ashram
146022,Piplanwala
146023,Bajwara
146024,Factory Area Chohal
146101,Barian  Kalan
146102,Bassi Kalan
146103,Bham
146104,Bihala
146105,Mahilpur
146106,Nangal Kalan
146107,Paldi
146108,Sarhala Kalan
146109,Tuto Mazara
146110,Kot Abdul Khaliq
146111,Purhiran
146112,Rajpur Bhayan
146113,Bulhowal
146114,Nandachaur
146115,Pajjodeotta
146116,Kandhala Jattan
147001,Patiala
147002,University
147003,D C W
147004,Govt. Printing Press
147005,Majithia Enclave
147006,RGNUL Punjab Patiala
147007,New Lal Bagh Colony
147021,Guruteghbahadurgarh
147101,Samana
147102,Ghagga
147103,Sanaur
147104,Chinarthal Kalan
147105,Patran
147111,Devigarh
147201,Nabha
147202,Bhadson
147203,Amloh
147301,Mandigobindgarh
148001,Sangrur
148002,H R Sangrur
148017,Bhalwan
148018,Bagrian
148019,Jitwal Kalan
148020,Sandhaur
148021,Ahmedgarh s.O
148022,Amargarh
148023,Malerkotla
148024,Dhuri
148025,Sherpur
148026,Bhawanigarh
148027,Pakki Khanauri
148028,Sunam
148029,Cheema
148030,Chhajli
148031,Lehragaga
148033,Moonak
148034,Ladda
148035,Dirba
148106,Longowal
151001,Bathinda
151002,Gndtp Bathinda
151003,Nfl Bathinda
151004,Bathinda Cantt
151005,Bathinda City
151101,Bhucho Mandi
151102,Nathana
151103,Rampura Phul
151104,Phul
151105,Mehraj
151106,Bhai Rupa
151108,Salabatpura
151111,Ghtp Lehra Mohabbat
151201,Goniana Mandi
151202,Jaitu
151203,Faridkot
151204,Kotkapura
151205,Baja Khana
151206,Bhagta Bhai
151207,Panj Grain Kalan
151208,Bargari
151210,Alamwala
151211,Mandi Killianwali
151212,Sadiq
151213,Harindra Nagar
151301,Raman
151302,Talwandi Sabo
151401,Sangat
151501,Bareta
151502,Budhlada
151504,Bhikhi
151505,Mansa
151506,Jhunir
151507,Sardulgarh
151508,Bhaini Bagha
151509,Maur Mandi
151510,Joga
152001,Ferozepur
152002,Ferozepur City
152003,Canal Colony Ferozepur
152005,Sherkhan Wala
152021,Mallanwala
152022,Guruharsahai
152023,Mamdot
152024,Jalalabad
152025,Bariwala
152028,Manawan
152031,Doda
152032,Rupana
152033,Mandi Amin Ganj
152101,Gidderbaha
152107,Malout
152112,Ram Nagar
152113,Lambi
152114,Tappa Khera
152115,Bhaika Khera
152116,Abohar
152117,Balluana
152121,Khui Khera
152122,Nihal Khera
152123,Fazilka
152124,Arniwala Sheikh Subhan
152128,Khuiyan Server
152132,Maujgarh
160001,New Sectt Chandigarh
160002,Ind Area Chandigarh
160003,Aerodrome
160009,Sector 9
160011,Sector 11
160012,Sector 12
160014,Sector 14
160015,Sector 15 Chandigarh
160017,Chandigarh G.P.O.
160019,Sector 19
160020,Sector 20
160022,Sector 22
160023,Sector 23
160025,Maloya Colony
160030,Sector 30
160036,Sector 36
160047,Sector 47 Chandigarh
160055,Chandigarh Sector 55
160059,Chandigarh Sector 59
160062,Chandigarh Sector 62
160071,Chandigarh Sector 71
160101,Manimajra
160102,Mauli Jagran
171001,Shimla G.P.O.
171002,Shimla East
171003,AGPO
171004,Ambedkarchowk
171005,Summerhill
171006,Sanjauli
171007,Mashobra
171008,Jutogh
171009,Kasumpti
171010,Tara Devi
171011,Totu
171012,Dhalli
171013,Mehli
171018,Basanatpur
171019,Jalog
171102,Darla
171103,Dhami
171201,Theog
171202,Kotkhai
171203,Tikkar
171204,Kiari
171205,Jubbal
171206,Hatkoti
171208,Chirgaon
171209,Fagu
171210,Nerwa
171211,Chopal
171212,Matiana
171213,Narkanda
171214,Jangla
171215,Mandhole
171216,Mandal
171217,Kupvi
171218,Junga
171219,Shoghi
171220,Bagain
171221,Kawar
171222,Sandhu
171223,Arhal
171224,Summer Kot
171225,Baghi
171226,Balag
171301,Sunni Bhajji
172001,Rampur Bushahr
172002,Arsu
172021,Nankhari
172022,Nogli
172023,Nirmand
172024,Kingal
172025,Dalash
172026,Anni
172027,Baragaon
172028,Delath
172029,Kumarsain
172030,Thanedhar
172031,Kotgarh
172032,Chowai
172033,Nither
172101,Jeori
172102,Sarahan BSR
172103,Nichar
172104,Tapri
172105,Karcham
172106,Sangla
172107,Reckong Peo
172108,Kalpa
172109,Moorang
172110,Speelo
172111,Pooh
172112,Liyo
172113,Tabo
172114,Kaza
172115,Bhaba Nagar
172117,Sagnam
172118,Katgaon
172201,Jhakri
173001,Nahan
173021,Majra
173022,Dadahu
173024,Sarahan
173025,Paonta Sahib
173026,Kw Bhood
173027,Shillai
173029,Sataun
173030,Kala Amb
173031,Dhualakuan
173032,Haripurdhar
173101,Rajgarh
173104,Nohra
173201,Garkhal
173202,Sanawar
173204,Kasauli
173205,Baddi
173206,Subathu
173207,Kunihar
173208,Arki
173209,Dharampur
173211,Saproon
173212,Solan
173213,Chambaghat
173214,Solan Brewery
173215,Kandaghat
173217,Chail
173218,Diggal
173220,Parwanoo
173221,Domehar
173222,Mamlig
173223,Oachghat
173225,Jubbar
173229,Kumarhatti
173230,Nauni
173233,Patta
173234,Waknaghat
173235,Dhundan
174101,Nalagarh
174102,Ramshahar
174103,Barotiwala
174301,Santokhgarh
174302,Dhussara
174303,Una
174306,Dehlan
174307,Bangana
174308,Lathiani
174314,Chowki Maniar
174315,Mehatpur
174317,Bhadsali
174319,Marwari
174320,Talmehra
174321,Thanakalan
174503,Pubowal
174507,Tahliwal
175001,Mandi
175002,Bhojpur
175003,Kotli
175004,Bhambla
175005,Kataula
175006,Gagal
175007,Gopalpur
175008,Ner Chowk
175009,Tattapani
175010,Churag
175011,Karsog
175012,Padhar
175013,Barot
175014,Drubbal
175015,Joginder Nagar
175016,Ladbharole
175017,Slapper
175018,Sunder Nagar-1
175019,Sunder Nagar Town Ship
175023,Rewalsar
175024,Sarkaghat
175025,Sajao Pipluso
175026,Tihra
175027,Baggi
175028,Chachiot
175029,Gohar
175030,Dehar
175031,Jaidevi
175032,Chauntra
175033,Baldwara
175034,Samaila
175035,Bagsaid
175036,Gurkotha
175037,Cholthra
175038,Nihri
175039,Jachh
175040,Dharampur
175042,Rakhoh
175046,Pangna
175047,Janjehli
175048,Thunag
175049,Jamni
175050,Marhi
175051,Seoh
175052,Saigaloo
175101,Kullu
175102,Bhutti
175103,Bahang
175104,Larenkelo
175105,Jaree
175106,Balichowki
175121,Aut
175123,Banjar
175124,Pandoh
175125,Bhuntar
175126,Shamshi
175128,Raison
175129,Katrain
175130,Naggar
175131,Manali
175132,Keylong
175133,Lote
175134,Sainj
175136,Haripur
175138,Babeli
175139,Jahalman
175140,Gondhla
175141,Garsa
175142,Udaipur
175143,Jagatsukh
176001,Kangra
176021,Bharmar
176022,Rehan
176023,Jawali
176025,Dhameta
176026,Lanj
176027,Nagrota Surian
176028,Haripur
176029,Ranital
176030,Khundian
176031,Jawalamukhi
176032,Tihri
176033,Guler
176036,Kohala
176037,Sunhi
176038,Daulatpur
176047,Nagrota Bagwan
176051,Raja Ka Talab
176052,Yol Camp
176053,Fatehpur
176054,Baroh
176055,Thill
176056,Sunehar
176058,Rey
176059,Chachian
176060,Darang
176061,Palampur
176062,Auc Palampur
176063,Majherna
176064,Paraur
176065,Rajhoon
176066,Ghallour
176071,Bhullanaso
176073,Bairhgat
176075,Duhak
176076,Bhawana
176077,Bir
176081,Taragarh
176082,Alampur
176083,Bhawarna
176084,Noura
176085,Sullah
176086,Khera
176087,Pahra
176088,Chadhiar
176089,Molag
176090,Sandhole
176091,Sanghole
176092,Daroh
176093,Malkher
176094,Jalag
176095,Jaisinghpur
176096,Lambagaon
176097,Marera
176098,Lahru
176101,Dheera
176102,Maranda
176103,Panchrukhi
176107,Thural
176115,Paprola
176125,Baijnath
176128,Chobin
176200,Bhadwar
176201,Jassur
176202,Nurpur
176203,Ladori
176204,Gangtha
176205,Kotla
176206,Shahpur
176207,Sihunta
176208,Rait
176209,Gaggal
176210,Harchakian
176211,Saliali
176214,Tiara
176215,Dharamsala
176216,Dharamsala Cantt
176217,Charri
176218,Khaniara
176225,Tilokpur
176301,Bakloh
176302,Chowari
176303,Banikhet
176304,Dalhousie
176305,Dalhousie Cantt
176306,Bathri-bazar
176308,Bhalei
176309,Garola
176310,Chamba
176311,Mehla
176312,Sundla
176313,Kakira
176314,Sultanpur
176315,Bharmour
176316,Bhanjraru-Tissa
176317,Surangani
176318,Hardaspura
176319,Pukhri
176320,Salooni
176321,Nakror
176323,Killar Pangi
176324,Gehra
176325,Samleu
176401,Indora
176402,Kandrori
176403,Damtal
176501,Sansarpur Terrace
176502,Ghamroor
176601,Dulehar
177031,Raipur
177034,Pirsaluhi
177039,Sohari
177043,Rakkar
177101,Dehra
177103,Dhaliara
177104,Nehran Pukhar
177105,Thore
177106,Dadasiba
177107,Pragpur
177108,Garli
177109,Bharwain
177110,Chintpurni
177111,Qusba Kotla
177112,Tipri
177113,Chanour
177114,Bankhandi
177117,Muhal
177201,Gagret
177202,Mubarikpur
177203,Amb
177204,Daulatpurchowk
177205,Ambota
177206,Oel
177207,Pandogha
177208,Panjawar
177209,Saloh
177210,Nehri Nauranga
177211,Thathal
177212,Ghanari
177213,Gondpur Banera
177219,Sunkali
177220,Haroli
201002,Kavi Nagar
201004,Hindon Air Field
201005,Sahibabad
201006,Chikamberpur
201007,Mohan Nagar
201010,I.E.Sahibabad
201011,Chander Nagar
201012,Vasundhra
201013,Govindpuram
201014,Shipra Sun City
201016,Crossing Republik
201017,Raj Nagar Extension
201019,Vaishali
201103,Tronica City
201201,Govindpuri
201304,Maharishi Nagar
201309,Noida Sector 62
201310,Knowledge Park-I
201311,Container Depot
201313,Amity University
202002,Aligarh Muslim University
202121,Akrabad
202122,Aligarh Dairy Farm
202123,Gonda
202124,Iglas
202125,Harduaganj
202126,Jawan
202127,Kasimpur
202128,Jalali
202129,Kauriyaganj
202130,Chharra
202131,Bijauli
202132,Chandaus
202133,Dadon
202134,Gangiri
202135,Gomat
202136,Gabhana
202137,Jattari
202138,Khair
202139,K G W Sasni
202140,Lodha
202141,Dayal Nagar
202142,Birpura
202143,Somna
202145,Beswan
202150,Palirajapur
202155,Pisawah
202165,Tappal
202170,Bijaigarh
202280,Atrauli
202281,J D Singh
202282,Malviya Nagar
203002,Ag  School
203129,Karora
203131,Khurja
203132,Khurja  Jn  RS
203135,Jewar
203141,Jahangirpur
203150,Shahkarinagar
203155,Thora
203201,Dankaur
203203,Kakore
203206,Industrial Estate Sikandrabad
203209,Rabupura
203389,NAPP
203390,Anupshahr
203391,KSC Mill  Anupshahr
203392,Danpur
203393,Debai
203394,Jahangirabad
203395,Shikarpur
203396,Pahasu
203397,Chhatary
203398,Uncha Gaon
203399,Ramghat
203401,Aurangabad
203402,Bb  Nagar
203403,Bugrasi
203405,Khanpur
203407,Lakhaoti
203408,Gulaothi
203409,Sarai  Chhabila
203411,Saidpur
203412,Siyana
205001,Mainpuri
205119,Tindauli
205121,Ghiror
205247,Ajitganj
205261,Baranahal
205262,Bhongaon
205263,Jeonti
205264,Karhal
205265,Kuraoli
205267,Sultanganj
205268,Kurra
205301,Bewar
205303,Kishni
205304,Kusmara
206001,Etawah
206002,I. T. I. Etawah
206003,Ram Lila Road
206120,Aheripur
206121,Ajitmal
206122,Auraiya
206123,Baralokpur
206124,Bakewar
206125,Chakar Nagar
206126,Ekdil
206127,Lakhana
206128,Mandir Mahewa
206129,Muradganj
206130,Saifai
206131,Udi
206241,Achhalda
206242,Bharthana
206243,Bidhuna
206244,Dibiapur
206245,Jaswant Nagar
206246,Kanchausi Bazar
206247,Phaphund
206248,Sahar
206249,Ruruganj
206250,Harchandpur
206251,Bela
206252,Airwa Katra
206253,Basrehar
206255,Malhosi
207002,Aruna Nagar
207003,Brahm Sajiwan
207120,Pilua
207121,Sakeet
207122,Nidholi Kalan
207123,Kasganj
207124,Bilram
207125,Mirehachi
207241,Amanpur
207242,Gunjdundwara
207243,Patiali
207244,Raja Ka Rampur
207245,Sahawar
207246,Sirhpura
207247,Aliganj
207248,Dhumri
207249,Jaithra
207250,Sarai Aghat
207301,Awagarh
207302,Jalesar
207401,Marehara
207402,Neoli
207403,Soron
208001,Kanpur
208002,Nawabganj
208003,Anwarganj
208004,Kanpur Cantt.
208005,Hns Nagar
208006,Govind Nagar
208007,Harjinder Nagar
208008,Chakeri Aerodrum
208009,Armapore
208010,Shiwans Tanney
208011,Kidwai Nagar
208013,COD
208014,Juhi Colony
