state,district,mpce_combined,mpce_rural,mpce_urban,mpce_p50,ppi_signal,survey_year,source
TELANGANA,HYDERABAD DISTRICT,5441.0,4626.0,6095.0,4693.0,20.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,JIND,5437.0,5445.0,5278.0,4728.0,20.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,SAHARANPUR,5414.0,5088.0,6011.0,3986.0,20.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,HISAR,5403.0,5450.0,5082.0,4634.0,20.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
NA,NA,5400.0,4648.0,7200.0,4366.0,20.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ODISHA,BALANGIR,5396.0,4481.0,9826.0,4148.0,20.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,DHULE,5370.0,5073.0,6194.0,4192.0,20.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,BARWANI,5356.0,4893.0,8319.0,4392.0,19.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,CHITTAURGARH,5343.0,5335.0,5365.0,3600.0,19.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,SOLAPUR,5340.0,5117.0,6426.0,3889.0,19.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,PATNA,5339.0,3476.0,6886.0,3718.0,19.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,TAPI,5317.0,5057.0,5871.0,4150.0,19.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,PERAMBALUR,5316.0,5100.0,8821.0,4456.0,19.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,MAHENDRAGARH,5315.0,5370.0,4526.0,4739.0,19.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,UJJAIN,5295.0,3481.0,6107.0,4552.0,19.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTARAKAND,RUDRAPRAYAG,5293.0,5293.0,0,4097.0,19.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,GOLAGHAT,5289.0,4599.0,8293.0,3707.0,19.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JHARKHAND,HAZARIBAGH,5288.0,3731.0,9290.0,3944.0,19.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,MAHESANA,5287.0,4326.0,6901.0,4003.0,19.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,DIMA HASAO,5286.0,4980.0,6829.0,4690.0,19.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
WEST BENGAL,PURBAMEDINIPUR,5282.0,4567.0,9508.0,4083.0,19.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ODISHA,GAJAPATI,5282.0,2079.0,7631.0,4215.0,19.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,RAISEN,5282.0,3994.0,7743.0,3897.0,19.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,ROHTAS,5279.0,3676.0,7734.0,3035.0,19.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MANIPUR,THOUBAL,5275.0,4923.0,6131.0,4602.0,19.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,CUDDALORE,5269.0,5181.0,5582.0,4819.0,19.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ODISHA,BARGARH,5259.0,4042.0,7326.0,4068.0,19.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JHARKHAND,BOKARO,5253.0,4602.0,6003.0,3674.0,19.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,RAICHUR,5245.0,4955.0,5870.0,4619.0,19.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,REWA,5243.0,4206.0,7730.0,4256.0,19.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTARAKAND,TEHRI GARHWAL,5240.0,4890.0,6482.0,3589.0,19.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,KAITHAL,5235.0,5235.0,0,4722.0,19.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,BIKANER,5192.0,4794.0,6431.0,4113.0,18.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MANIPUR,BISHNUPUR,5192.0,4897.0,6132.0,4571.0,18.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,BARMER,5179.0,4899.0,7631.0,3889.0,18.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,PUDUKKOTTAI,5171.0,5164.0,5214.0,4424.0,18.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,CHANDRAPUR,5148.0,4835.0,7587.0,3772.0,18.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,BAGHPAT,5140.0,5014.0,5634.0,4568.0,18.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,MUZAFFARPUR,5139.0,4768.0,7206.0,4043.0,18.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MANIPUR,CHANDEL,5125.0,5125.0,0,4162.0,18.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,BONGAIGAON,5121.0,4322.0,8083.0,4475.0,18.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,VAISHALI,5099.0,5056.0,5854.0,4116.0,18.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,AKOLA,5088.0,4163.0,9240.0,4544.0,18.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,AMRAVATI,5086.0,5053.0,5212.0,3462.0,18.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,BHAGALPUR,5084.0,4571.0,7205.0,4343.0,18.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,EAST NIMAR,5081.0,5118.0,4428.0,4215.0,18.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
WEST BENGAL,KOCHBIHAR,5078.0,4267.0,7477.0,4105.0,18.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,GADAG,5076.0,4738.0,6274.0,4319.0,18.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,SATNA,5073.0,4026.0,6955.0,3844.0,18.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,ALLAHABAD,5070.0,3783.0,7043.0,3675.0,18.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,MAINPURI,5057.0,4254.0,7333.0,3669.0,18.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTARAKAND,UTTARKASHI,5055.0,5055.0,0,4174.0,18.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,PANNA,5055.0,4254.0,6184.0,4361.0,18.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,NANDED,5054.0,4237.0,6126.0,3953.0,18.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,YAMUNANAGAR,5045.0,5156.0,5024.0,4350.0,17.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,PALI,5031.0,4602.0,6537.0,4170.0,17.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,YAVATMAL,5031.0,4338.0,6944.0,3984.0,17.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MEGHALAYA,EAST GARO HILLS,5028.0,4494.0,7503.0,4444.0,17.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,ALIGARH,5014.0,3893.0,6210.0,4144.0,17.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
WEST BENGAL,UTTARDINAJPUR,4994.0,4564.0,6906.0,3801.0,17.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
WEST BENGAL,HUGLI,4992.0,4138.0,6048.0,3473.0,17.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
WEST BENGAL,MALDAH,4974.0,4459.0,7509.0,3849.0,17.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,DATIA,4965.0,4965.0,0,4096.0,17.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MEGHALAYA,WEST GARO HILLS,4959.0,4533.0,7676.0,4211.0,17.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,NALBARI,4953.0,3836.0,8040.0,4338.0,17.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,BELGAUM,4949.0,4593.0,6158.0,4333.0,17.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JAMMU AND KASHMIR,GANDERBAL,4946.0,4874.0,5429.0,4565.0,17.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,4910.0,4033.0,6403.0,3671.0,17.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JHARKHAND,DUMKA,4891.0,3097.0,8547.0,3129.0,16.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,BHIND,4878.0,4794.0,4986.0,3952.0,16.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JAMMU AND KASHMIR,BADGAM,4876.0,4271.0,6822.0,4233.0,16.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,SEHORE,4863.0,4866.0,4841.0,3753.0,16.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TELANGANA,ADILABAD,4858.0,4383.0,5845.0,4386.0,16.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,CACHAR,4842.0,4163.0,6935.0,4021.0,16.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ODISHA,SUBARNAPUR,4836.0,4733.0,9019.0,4192.0,16.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ODISHA,KENDUJHAR,4832.0,4554.0,6632.0,3954.0,16.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,KHAGARIA,4823.0,4823.0,0,4261.0,16.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MEGHALAYA,RIBHOI,4813.0,4650.0,7459.0,4127.0,16.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,SHAHDOL,4797.0,4006.0,6235.0,4076.0,16.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,JABALPUR,4795.0,3419.0,6321.0,3605.0,16.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,DARRANG,4792.0,4237.0,8777.0,4273.0,16.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,BAGALKOT,4783.0,4292.0,5240.0,4134.0,16.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JHARKHAND,DEOGHAR,4782.0,3224.0,8398.0,3919.0,16.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,SULTANPUR,4766.0,4508.0,8228.0,3516.0,16.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,FAIZABAD,4763.0,4494.0,6175.0,3504.0,16.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JHARKHAND,RAMGARH,4758.0,3997.0,5929.0,3804.0,16.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,SIROHI,4734.0,4116.0,6087.0,3306.0,15.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,CHIRANG,4734.0,4579.0,6406.0,4308.0,15.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,PURBA CHAMPARAN,4733.0,4512.0,6561.0,3861.0,15.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,SIWAN,4728.0,4309.0,7305.0,3894.0,15.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ODISHA,BALESHWAR,4701.0,4617.0,5631.0,3836.0,15.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,BARAN,4700.0,4552.0,5074.0,3806.0,15.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,BAHRAICH,4700.0,4111.0,6486.0,3964.0,15.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
PUDUCHERRY,YANAM,4691.0,0,4691.0,1888.0,15.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,JALAUN,4690.0,4269.0,5468.0,3775.0,15.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,RATLAM,4677.0,2956.0,7006.0,3422.0,15.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,HAVERI,4668.0,4699.0,4214.0,3825.0,15.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,BANKA,4667.0,4668.0,4642.0,4076.0,15.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,SURENDRANAGAR,4664.0,4403.0,5456.0,3767.0,15.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
NAGALAND,MON,4657.0,4179.0,6899.0,4168.0,15.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TELANGANA,MEDAK,4657.0,4494.0,5572.0,4292.0,15.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,SONITPUR,4650.0,4411.0,9557.0,3800.0,15.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,SAHARSA,4648.0,4559.0,5839.0,4048.0,15.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,BUNDI,4647.0,4406.0,4909.0,4104.0,15.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,GOPALGANJ,4646.0,4635.0,5314.0,3772.0,15.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JAMMU AND KASHMIR,RAJOURI,4640.0,4563.0,5707.0,3901.0,15.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,SAWAI MADHOPUR,4633.0,4567.0,5453.0,3808.0,15.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,DHAULPUR,4623.0,4451.0,5414.0,3733.0,15.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,MADHEPURA,4619.0,4538.0,5311.0,3904.0,15.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
WEST BENGAL,MURSHIDABAD,4609.0,4040.0,5985.0,3866.0,15.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,BIJNOR,4589.0,4510.0,4931.0,3617.0,15.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,AGRA,4581.0,3629.0,5300.0,3588.0,14.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,JALNA,4566.0,4611.0,4330.0,3512.0,14.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TELANGANA,NIZAMABAD,4561.0,4144.0,7219.0,4008.0,14.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
BIHAR,SHEIKHPURA,4558.0,4173.0,5822.0,3864.0,14.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,KANPUR DEHAT,4550.0,4183.0,6171.0,3745.0,14.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,WASHIM,4549.0,4178.0,6722.0,3942.0,14.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MANIPUR,SENAPATI,4543.0,4543.0,0,3754.0,14.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,MORADABAD,4535.0,4424.0,4950.0,3673.0,14.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,KAMRUP,4531.0,4290.0,6543.0,4015.0,14.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JAMMU AND KASHMIR,RAMBAN,4530.0,4530.0,0,4171.0,14.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,JHALAWAR,4530.0,4468.0,5029.0,3735.0,14.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
